tanggal,Close,High,Low,Open,Volume,nilai_sentimen
2022-07-11,6016.36474609375,6016.36474609375,5930.72254330238,5994.954195395907,2961000,0.13114754098360656
2022-07-12,6037.7744140625,6080.595509197695,5973.542771359707,6037.7744140625,5209400,0.20504731861198738
2022-07-13,5845.080078125,5994.953926282052,5823.669528388278,5994.953926282052,10978800,0.20408163265306123
2022-07-14,5930.72216796875,5952.132717311598,5823.669421254513,5845.07997059736,7611600,0.2598870056497175
2022-07-15,5909.3125,5952.133605072464,5845.080842391304,5930.723052536232,4235000,0.3342036553524804
2022-07-18,6037.7744140625,6037.7744140625,5887.900581089318,5909.311128656915,8349100,0.1888111888111888
2022-07-19,6123.4169921875,6123.4169921875,6037.77479649257,6037.77479649257,10570700,0.27
2022-07-20,6080.5966796875,6144.828334754622,6059.18612799846,6123.417783065582,9147600,0.11428571428571428
2022-07-21,6144.82763671875,6166.23818597561,6037.774890434452,6102.006538205031,12515300,0.06493506493506493
2022-07-22,6037.7744140625,6166.237699468085,6037.7744140625,6144.8271519004875,3703400,0.04285714285714286
2022-07-25,6016.36474609375,6059.185847489435,5994.954195395907,6037.775296791592,4355300,0.2647058823529412
2022-07-26,5994.9541015625,6037.775202287946,5952.133000837053,6016.3646519252225,6311400,0.13846153846153847
2022-07-27,5994.9541015625,6016.3646519252225,5930.72245047433,5994.9541015625,7768600,0.2391304347826087
2022-07-28,5909.3125,5994.954710144927,5887.901947463768,5952.133605072464,13846500,0.2978723404255319
2022-07-29,5823.669921875,5930.72267779182,5823.669921875,5909.312126608456,17090700,0.23728813559322035
2022-08-01,5909.3125,5930.723052536232,5845.080842391304,5845.080842391304,14285000,0.3492063492063492
2022-08-02,5978.91748046875,6023.536267636427,5911.989299717234,5978.91748046875,11697200,0.15555555555555556
2022-08-03,5867.3701171875,5956.6076855097435,5822.751333026378,5956.6076855097435,10883100,0.3333333333333333
2022-08-04,5934.29833984375,5934.29833984375,5845.060770823543,5845.060770823543,14150300,0.125
2022-08-05,5911.9892578125,5956.608044663915,5845.061077535377,5934.298651238208,10508000,0.23333333333333334
2022-08-08,5911.9892578125,5934.298651238208,5845.061077535377,5889.679864386792,9518400,0.37142857142857144
2022-08-09,5845.06103515625,5956.6080014760255,5845.06103515625,5911.989214948116,10862800,0.1875
2022-08-10,5911.9892578125,5911.9892578125,5800.442290683962,5845.061077535377,11884700,0.1
2022-08-11,5889.6796875,5934.298473011363,5889.6796875,5934.298473011363,7552600,0.125
2022-08-12,5911.9892578125,5934.298651238208,5867.370470961085,5934.298651238208,6935600,0.30303030303030304
2022-08-15,5911.9892578125,5911.9892578125,5845.061077535377,5911.9892578125,3707800,0.08411214953271028
2022-08-16,5845.06103515625,5934.298608212071,5755.823462100429,5911.989214948116,15973400,0.10714285714285714
2022-08-18,5867.3701171875,5889.67950926806,5800.441940945817,5845.060725106939,10405500,0.07751937984496124
2022-08-19,5867.3701171875,5934.298293429182,5867.3701171875,5889.67950926806,9669600,0.19767441860465115
2022-08-22,5934.29833984375,5934.29833984375,5845.060770823543,5845.060770823543,6047100,0.18518518518518517
2022-08-23,5934.29833984375,5934.29833984375,5889.679555333646,5934.29833984375,4805600,-0.023809523809523808
2022-08-24,5934.29833984375,5934.29833984375,5867.3701630785945,5934.29833984375,5240700,0.3548387096774194
2022-08-25,5867.3701171875,5956.6076855097435,5867.3701171875,5934.298293429182,4791100,-0.14285714285714285
2022-08-26,5800.44189453125,5889.679462139423,5800.44189453125,5845.060678335336,6220300,0.011904761904761904
2022-08-29,5911.9892578125,5911.9892578125,5755.823503832547,5778.132897258254,4316400,0.22857142857142856
2022-08-30,5800.44189453125,5911.988854041466,5800.44189453125,5911.988854041466,7090200,0.03
2022-08-31,5555.03857421875,5666.585533540411,5532.729182354417,5621.966749811747,28438200,0.012195121951219513
2022-09-01,5599.65771484375,5688.895287988671,5555.03892827129,5555.03892827129,13391800,0.08695652173913043
2022-09-02,5711.2041015625,5733.5134925842285,5621.966537475586,5644.275928497314,13138800,0.18867924528301888
2022-09-05,5688.8955078125,5755.8236902573535,5644.276719515931,5711.204901960785,9181400,0.19298245614035087
2022-09-06,5666.5859375,5733.514117864173,5644.276544045276,5688.895330954725,6556900,0.05
2022-09-07,5621.96728515625,5688.895467122396,5599.657891167535,5644.276679144966,11491000,0.17647058823529413
2022-09-08,5577.34814453125,5666.58571484375,5577.34814453125,5666.58571484375,10362500,0.375
2022-09-09,5555.03857421875,5644.2761416760795,5532.729182354417,5621.966749811747,14636800,0.18055555555555555
2022-09-12,5555.03857421875,5599.657357947414,5510.419790490085,5532.729182354417,10782800,0.12
2022-09-13,5532.7294921875,5621.967064642137,5532.7294921875,5555.038885301159,9240200,0.10256410256410256
2022-09-14,5555.03857421875,5577.347966083082,5488.110398625753,5532.729182354417,8907600,0.07017543859649122
2022-09-15,5510.419921875,5577.3480990637645,5510.419921875,5555.038706667509,15583400,0.01639344262295082
2022-09-16,5621.96728515625,5621.96728515625,5488.110921223959,5488.110921223959,18158600,0.0
2022-09-19,5532.7294921875,5599.657671528477,5532.7294921875,5599.657671528477,9070800,0.07246376811594203
2022-09-20,5532.7294921875,5599.657671528477,5532.7294921875,5577.348278414818,6634700,-0.020833333333333332
2022-09-21,5577.34814453125,5577.34814453125,5532.729359375,5532.729359375,7204000,-0.058823529411764705
2022-09-22,5577.34814453125,5577.34814453125,5510.419966796875,5555.038751953125,6200900,-0.11458333333333333
2022-09-23,5532.7294921875,5599.657671528477,5532.7294921875,5577.348278414818,6647900,0.0196078431372549
2022-09-26,5532.7294921875,5577.348278414818,5488.110705960181,5555.038885301159,8771700,0.07575757575757576
2022-09-27,5488.11083984375,5555.039020817454,5465.801446185848,5532.729627159552,9551400,0.060240963855421686
2022-09-28,5443.49169921875,5488.110483638576,5443.49169921875,5488.110483638576,13294700,-0.06818181818181818
2022-09-29,5376.56396484375,5488.110935068724,5376.56396484375,5443.492146978734,7205400,-0.16470588235294117
2022-09-30,5376.56396484375,5510.420329113718,5376.56396484375,5398.873358888744,12140400,0.044444444444444446
2022-10-03,5376.56396484375,5443.492146978734,5376.56396484375,5376.56396484375,5291700,0.0
2022-10-04,5398.873046875,5465.801225142045,5376.563654119318,5398.873046875,8703800,-0.061224489795918366
2022-10-05,5376.56396484375,5488.110935068724,5376.56396484375,5443.492146978734,8316000,-0.02631578947368421
2022-10-06,5443.49169921875,5443.49169921875,5398.872914798924,5443.49169921875,5066900,0.13043478260869565
2022-10-07,5421.18212890625,5465.800911860211,5376.563345952289,5421.18212890625,6908800,0.20833333333333334
2022-10-10,5465.8017578125,5488.111152742346,5398.873573022959,5421.1829679528055,6180000,0.034482758620689655
2022-10-11,5465.8017578125,5488.111152742346,5398.873573022959,5443.492362882653,6202100,-0.058823529411764705
2022-10-12,5421.18212890625,5465.800911860211,5376.563345952289,5465.800911860211,5408900,0.07692307692307693
2022-10-13,5398.873046875,5465.801225142045,5376.563654119318,5443.491832386363,7809000,-0.04878048780487805
2022-10-14,5398.873046875,5443.491832386363,5398.873046875,5421.182439630682,5931800,0.06666666666666667
2022-10-17,5465.8017578125,5488.111152742346,5376.564178093112,5398.873573022959,10678400,0.0196078431372549
2022-10-18,5510.419921875,5510.419921875,5443.491744686235,5488.110529478745,7913800,-0.016129032258064516
2022-10-19,5555.03857421875,5577.347966083082,5465.8010067614205,5532.729182354417,12959800,0.25675675675675674
2022-10-20,5666.5859375,5666.5859375,5532.729576771654,5555.038970226378,12801200,0.22580645161290322
2022-10-21,5599.65771484375,5688.895287988671,5599.65771484375,5666.585894702441,7353500,0.06060606060606061
2022-10-24,5621.96728515625,5666.586073133681,5599.657891167535,5621.96728515625,7061800,0.2037037037037037
2022-10-25,5532.7294921875,5644.276457755796,5532.7294921875,5621.967064642137,11860800,0.125
2022-10-26,5644.2763671875,5666.585759943182,5555.038796164772,5599.657581676136,10509600,0.09302325581395349
2022-10-27,5621.96728515625,5666.586073133681,5599.657891167535,5644.276679144966,8558700,0.3875
2022-10-28,5688.8955078125,5688.8955078125,5621.967325367647,5666.586113664216,11249000,0.023809523809523808
2022-10-31,5755.82373046875,5778.133124772892,5688.8955475563225,5688.8955475563225,15454700,0.32786885245901637
2022-11-01,5755.82373046875,5778.133124772892,5666.58615325218,5755.82373046875,10859900,0.05660377358490566
2022-11-02,5733.51416015625,5755.823553775535,5666.585979298395,5733.51416015625,8049600,0.038461538461538464
2022-11-03,5688.8955078125,5733.514296109069,5644.276719515931,5711.204901960785,6507700,0.1935483870967742
2022-11-04,5755.82373046875,5755.82373046875,5666.58615325218,5666.58615325218,8342600,-0.1320754716981132
2022-11-07,5800.44189453125,5800.44189453125,5688.894935021033,5755.823110727163,9420800,0.125
2022-11-08,5778.1328125,5845.060991795367,5711.204633204633,5845.060991795367,4847400,0.10638297872340426
2022-11-09,5845.06103515625,5845.06103515625,5733.514068836474,5778.132855364384,11459700,0.21153846153846154
2022-11-10,5778.1328125,5845.060991795367,5711.204633204633,5845.060991795367,6477700,0.1111111111111111
2022-11-11,5711.2041015625,5800.441665649414,5688.8947105407715,5800.441665649414,6379700,0.007874015748031496
2022-11-14,5778.1328125,5778.1328125,5688.895240106178,5733.514026303089,3416300,-0.13953488372093023
2022-11-15,5800.44189453125,5800.44189453125,5711.204326923077,5778.132502629206,6211600,-0.15436241610738255
2022-11-16,5800.44189453125,5800.44189453125,5711.204326923077,5800.44189453125,5248500,0.01818181818181818
2022-11-17,5822.75146484375,5822.75146484375,5755.823287086925,5800.442072258142,5720700,-0.10326086956521739
2022-11-18,5800.44189453125,5822.751286433293,5755.823110727163,5800.44189453125,3196400,-0.11920529801324503
2022-11-21,5822.75146484375,5845.060857429358,5778.132679672533,5800.442072258142,3922700,0.0
2022-11-22,5755.82373046875,5822.7519133811775,5755.82373046875,5822.7519133811775,4377700,0.2222222222222222
2022-11-23,5755.82373046875,5800.442519077034,5711.204941860465,5778.133124772892,4470700,0.04838709677419355
2022-11-24,5733.51416015625,5822.75173463339,5711.2047665369655,5755.823553775535,3331400,-0.10526315789473684
2022-11-25,5644.2763671875,5733.513938210227,5621.966974431818,5711.204545454545,7401400,0.03125
2022-11-28,5599.65771484375,5666.585894702441,5577.348321557521,5644.2765014162105,7771700,-0.06557377049180328
2022-11-29,5644.2763671875,5688.895152698863,5599.657581676136,5599.657581676136,6442200,-0.19230769230769232
2022-11-30,5755.82373046875,5800.442519077034,5644.276758948037,5644.276758948037,27602900,-0.030303030303030304
2022-12-01,5956.60791015625,5978.917303078184,5822.751552624649,5845.060945546583,23432500,0.047619047619047616
2022-12-02,6045.845703125,6068.155096863469,5845.061159478782,5956.608128171126,18869100,0.24285714285714285
2022-12-05,6045.845703125,6045.845703125,5956.608128171126,6045.845703125,5681800,-0.04054054054054054
2022-12-06,6045.845703125,6045.845703125,5934.2987344326575,6045.845703125,10495400,-0.10909090909090909
2022-12-07,6112.7734375,6112.7734375,6001.226476961679,6023.535869069343,13883500,0.0425531914893617
2022-12-08,6157.39306640625,6157.39306640625,6023.536695397419,6112.774276069973,12426900,0.0
2022-12-09,6179.70166015625,6202.011052431182,6090.46409105652,6135.082875606386,13036900,0.06666666666666667
2022-12-12,6224.32080078125,6246.630194332437,6090.464439474126,6179.702013678875,11385900,0.06818181818181818
2022-12-13,6179.70166015625,6224.320444706114,6112.7734833314535,6224.320444706114,6947300,-0.018518518518518517
2022-12-14,6202.01123046875,6246.63001629946,6157.39244463804,6179.701837553395,8285900,0.11290322580645161
2022-12-15,6224.32080078125,6246.630194332437,6157.392620127688,6202.011407230063,7323000,0.13636363636363635
2022-12-16,6202.01123046875,6246.63001629946,6157.39244463804,6202.01123046875,18611800,-0.13414634146341464
2022-12-19,6246.6298828125,6246.6298828125,6112.773528180804,6202.011097935268,7004500,-0.24242424242424243
2022-12-20,6224.32080078125,6224.32080078125,6112.773833025313,6224.32080078125,4376800,-0.1510791366906475
2022-12-21,6157.39306640625,6224.3212519106655,6112.774276069973,6224.3212519106655,2354800,0.014084507042253521
2022-12-22,6068.1552734375,6179.702245375689,6068.1552734375,6157.392850988052,3586200,0.20754716981132076
2022-12-23,6090.4638671875,6135.082650097298,6023.535692822802,6068.1544757326,3652000,0.17307692307692307
2022-12-26,6135.0830078125,6135.0830078125,6045.845436789772,6045.845436789772,1596500,0.14285714285714285
2022-12-27,6068.1552734375,6157.392850988052,6068.1552734375,6135.083456600414,1878100,0.22727272727272727
2022-12-28,6001.2265625,6112.773524628253,5956.607777648698,6068.154739776952,5291600,0.07317073170731707
2022-12-29,6068.1552734375,6068.1552734375,5978.917695886948,5978.917695886948,4037800,0.13043478260869565
2022-12-30,6001.2265625,6068.154739776952,5978.917170074349,6068.154739776952,3503600,0.020833333333333332
2023-01-02,6045.845703125,6090.4644906019375,6001.226915648063,6001.226915648063,1627200,0.27586206896551724
2023-01-03,6023.5361328125,6112.773705150464,6023.5361328125,6023.5361328125,3939000,-0.18
2023-01-04,6112.7734375,6179.701613822993,6023.535869069343,6023.535869069343,5506500,0.0
2023-01-05,6112.7734375,6135.082829607664,6045.845261177007,6135.082829607664,7888600,0.05084745762711865
2023-01-06,6202.01123046875,6202.01123046875,6001.226694230553,6112.773658807329,6807500,0.01818181818181818
2023-01-09,6202.01123046875,6246.63001629946,6068.154872976619,6202.01123046875,6662300,0.0
2023-01-10,5956.60791015625,6157.392446453652,5889.67973139045,6157.392446453652,14808700,0.19047619047619047
2023-01-11,5956.60791015625,6001.226696000117,5822.751552624649,5956.60791015625,8614300,0.015873015873015872
2023-01-12,5911.9892578125,5978.917438089623,5889.679864386792,5956.608044663915,5670600,-0.05405405405405406
2023-01-13,5978.91748046875,5978.91748046875,5800.442331798041,5911.989299717234,10145600,0.0
2023-01-16,5978.91748046875,6001.226874052589,5911.989299717234,5956.608086884911,5525400,0.21739130434782608
2023-01-17,6090.4638671875,6135.082650097298,5978.916909913003,6001.226301367903,10513800,0.14545454545454545
2023-01-18,6202.01123046875,6202.01123046875,6068.154872976619,6090.464265891974,8657000,0.1111111111111111
2023-01-19,6135.0830078125,6202.011186079545,6112.773615056818,6157.392400568182,5746900,0.022727272727272728
2023-01-20,6135.0830078125,6157.392400568182,6045.845436789772,6135.0830078125,8859000,0.015873015873015872
2023-01-24,6179.70166015625,6179.70166015625,6090.46409105652,6135.082875606386,2858200,0.019230769230769232
2023-01-25,6068.1552734375,6202.011639763327,6068.1552734375,6179.702245375689,4065400,-0.24
2023-01-26,5978.91748046875,6112.773841971782,5978.91748046875,6068.155054804104,7859300,-0.043478260869565216
2023-01-27,5978.91748046875,6045.845661220265,5956.608086884911,5978.91748046875,11380600,-0.05357142857142857
2023-01-30,6068.1552734375,6068.1552734375,5956.608301499311,5978.917695886948,4366900,0.03636363636363636
2023-01-31,6001.2265625,6112.773524628253,5934.298385223048,6068.154739776952,13151600,0.1326530612244898
2023-02-01,5934.29833984375,6001.226516608905,5911.9889475886985,5978.917124353853,6670400,-0.06666666666666667
2023-02-02,5889.6796875,5956.607865767045,5867.370294744318,5934.298473011363,12490700,0.09259259259259259
2023-02-03,5978.91748046875,6001.226874052589,5889.679906133395,5911.989299717234,7031300,0.024390243902439025
2023-02-06,5956.60791015625,6001.226696000117,5889.67973139045,5978.917303078184,5734700,-0.014285714285714285
2023-02-07,5956.60791015625,5978.917303078184,5911.989124312383,5956.60791015625,3099300,0.0
2023-02-08,6068.1552734375,6068.1552734375,5956.608301499311,5978.917695886948,6700000,0.04938271604938271
2023-02-09,6045.845703125,6090.4644906019375,6023.536309386532,6068.155096863469,4626300,0.08928571428571429
2023-02-10,6157.39306640625,6157.39306640625,5978.917905061142,6045.8460905655575,6431600,0.05263157894736842
2023-02-13,6001.2265625,6135.082917053903,6001.2265625,6112.773524628253,5797100,0.1956521739130435
2023-02-14,6023.5361328125,6068.154918981481,5978.917346643519,6001.226739728009,4590400,0.1111111111111111
2023-02-15,5956.60791015625,6023.536088922051,5889.67973139045,5978.917303078184,7480200,0.23076923076923078
2023-02-16,5889.6796875,5956.607865767045,5889.6796875,5956.607865767045,5561500,0.16666666666666666
2023-02-17,5889.6796875,5889.6796875,5800.442116477272,5889.6796875,11153200,0.045454545454545456
2023-02-20,5911.9892578125,5911.9892578125,5845.061077535377,5845.061077535377,4762600,-0.11764705882352941
2023-02-21,5822.75146484375,5911.989035186183,5822.75146484375,5889.679642600575,6341600,0.19230769230769232
2023-02-22,5889.6796875,5889.6796875,5822.751509232954,5822.751509232954,2984600,0.19642857142857142
2023-02-23,5867.3701171875,5911.988901348622,5845.060725106939,5889.67950926806,4014800,-0.13636363636363635
2023-02-24,5867.3701171875,5911.988901348622,5845.060725106939,5867.3701171875,2435400,-0.022727272727272728
2023-02-27,5889.6796875,5889.6796875,5822.751509232954,5867.370294744318,6349700,0.32075471698113206
2023-02-28,5778.1328125,5889.679777992278,5778.1328125,5889.679777992278,15811400,0.125
2023-03-01,5599.65771484375,5800.442254419821,5599.65771484375,5778.132861133591,14766000,-0.016129032258064516
2023-03-02,5577.34814453125,5666.58571484375,5577.34814453125,5621.9669296875,9675100,-0.0375
2023-03-03,5599.65771484375,5644.2765014162105,5577.348321557521,5577.348321557521,7910700,0.039473684210526314
2023-03-06,5577.34814453125,5644.276322265625,5577.34814453125,5621.9669296875,5126200,-0.07777777777777778
2023-03-07,5577.34814453125,5644.276322265625,5532.729359375,5577.34814453125,8384500,0.0
2023-03-08,5488.11083984375,5599.657808133257,5488.11083984375,5577.348414475356,9222400,-0.04225352112676056
2023-03-09,5488.11083984375,5577.348414475356,5488.11083984375,5510.420233501652,5789000,-0.07575757575757576
2023-03-10,5465.8017578125,5532.729942602041,5443.492362882653,5488.111152742346,5466400,0.13846153846153847
2023-03-13,5465.8017578125,5555.039337531887,5443.492362882653,5465.8017578125,5179700,-0.05154639175257732
2023-03-14,5510.419921875,5555.038706667509,5465.80113708249,5488.110529478745,7033700,0.07894736842105263
2023-03-15,5443.49169921875,5555.038660268315,5443.49169921875,5510.419875848489,6553100,0.1686746987951807
2023-03-16,5488.11083984375,5510.420233501652,5398.873265212144,5443.492052527947,3570900,0.12698412698412698
2023-03-17,5465.8017578125,5555.039337531887,5443.492362882653,5488.111152742346,17695500,0.12941176470588237
2023-03-20,5532.7294921875,5532.7294921875,5465.801312846522,5465.801312846522,2325300,0.1511627906976744
2023-03-21,5465.8017578125,5555.039337531887,5465.8017578125,5555.039337531887,7628100,0.0
2023-03-24,5644.2763671875,5711.204545454545,5510.420010653409,5532.729403409091,9974300,0.0594059405940594
2023-03-27,5688.8955078125,5733.514296109069,5666.586113664216,5733.514296109069,7332800,-0.12
2023-03-28,5688.8955078125,5755.8236902573535,5666.586113664216,5688.8955078125,7110100,0.08181818181818182
2023-03-29,5666.5859375,5778.132904773623,5666.5859375,5711.204724409449,10059800,0.018018018018018018
2023-03-30,5711.2041015625,5778.132274627686,5666.585319519043,5711.2041015625,7313600,-0.16129032258064516
2023-03-31,5532.7294921875,5733.514030210433,5532.7294921875,5711.204637096774,15207500,-0.25
2023-04-03,5510.419921875,5577.3480990637645,5510.419921875,5532.729314271255,7453300,-0.05555555555555555
2023-04-04,5666.5859375,5666.5859375,5510.420183316929,5510.420183316929,7999600,-0.05426356589147287
2023-04-05,5599.65771484375,5688.895287988671,5599.65771484375,5688.895287988671,6600000,-0.009523809523809525
2023-04-06,5577.34814453125,5666.58571484375,5577.34814453125,5621.9669296875,6684600,0.07920792079207921
2023-04-10,5644.2763671875,5644.2763671875,5532.729403409091,5599.657581676136,5879200,-0.05813953488372093
2023-04-11,5666.5859375,5666.5859375,5577.3483636811025,5644.276544045276,4139000,-0.15966386554621848
2023-04-12,5599.65771484375,5666.585894702441,5577.348321557521,5644.2765014162105,7923000,-0.13333333333333333
2023-04-13,5599.65771484375,5644.2765014162105,5599.65771484375,5621.96710812998,2624900,-0.08695652173913043
2023-04-14,5621.96728515625,5711.204861111111,5599.657891167535,5599.657891167535,8912100,-0.07462686567164178
2023-04-17,5644.2763671875,5711.204545454545,5599.657581676136,5644.2763671875,10704300,-0.04477611940298507
2023-04-18,5666.5859375,5711.204724409449,5644.276544045276,5711.204724409449,4925100,0.019230769230769232
2023-04-26,5800.44189453125,5800.44189453125,5688.894935021033,5711.204326923077,14098900,-0.0684931506849315
2023-04-27,5733.51416015625,5800.442341014105,5688.89537291768,5778.13294739482,7393900,-0.08849557522123894
2023-04-28,5755.82373046875,5800.442519077034,5711.204941860465,5733.514336164607,11951800,0.0449438202247191
2023-05-02,5800.44189453125,5800.44189453125,5711.204326923077,5778.132502629206,6229800,0.11194029850746269
2023-05-03,5934.29833984375,6068.15469337406,5845.060770823543,6045.845301119009,20460100,0.16666666666666666
2023-05-04,5911.9892578125,5978.917438089623,5845.061077535377,5889.679864386792,13351700,0.0784313725490196
2023-05-05,5978.91748046875,5978.91748046875,5867.370512549557,5934.2986933010725,8005500,0.061224489795918366
2023-05-08,6135.0830078125,6135.0830078125,5956.607865767045,5978.917258522727,15963300,0.0
2023-05-09,6090.4638671875,6157.392041552197,6045.845084277701,6135.082650097298,8982000,0.1111111111111111
2023-05-10,6157.39306640625,6157.39306640625,6068.155485733696,6112.774276069973,8697100,0.0
2023-05-11,6068.1552734375,6157.392850988052,6023.536484662224,6157.392850988052,4955500,0.25806451612903225
2023-05-12,6001.2265625,6068.154739776952,5978.917170074349,6068.154739776952,8843800,0.0
2023-05-15,6001.2265625,6045.845347351301,5956.607777648698,6001.2265625,8207300,0.2727272727272727
2023-05-16,6090.4638671875,6112.773258642399,5978.916909913003,6001.226301367903,12010300,0.38461538461538464
2023-05-17,6068.1552734375,6112.774062212776,6001.227090274587,6090.464667825138,8442300,0.2204724409448819
2023-05-19,6202.01123046875,6202.01123046875,6045.8454800612635,6068.154872976619,13551700,0.1509433962264151
2023-05-22,6157.39306640625,6246.630647078805,6135.0836712381115,6202.011856742527,9774100,0.24489795918367346
2023-05-23,6202.01123046875,6224.320623384106,6157.39244463804,6157.39244463804,17598400,0.4406779661016949
2023-05-24,6202.01123046875,6224.320623384106,6135.083051722685,6202.01123046875,10056700,0.2112676056338028
2023-05-25,6335.86767578125,6402.795855454996,6202.011316433759,6224.320709658341,18238400,0.24489795918367346
2023-05-26,6425.10498046875,6469.723765055338,6335.867411295572,6335.867411295572,12859400,-0.11538461538461539
2023-05-29,6425.10498046875,6492.033157348633,6358.176803588867,6425.10498046875,8783500,0.09375
2023-05-30,6380.486328125,6425.105113636363,6380.486328125,6402.795720880682,4062300,-0.04081632653061224
2023-05-31,6335.86767578125,6492.033428353323,6335.86767578125,6402.795855454996,30276400,0.18597560975609756
2023-06-05,6469.72412109375,6492.033514614764,6380.486547009698,6425.105334051725,16147500,0.10714285714285714
2023-06-06,6581.27099609375,6670.50856892214,6469.7240300582625,6492.03342326536,20431800,-0.02654867256637168
2023-06-07,6648.19921875,6670.50861210151,6603.58043204698,6625.88982539849,15381300,0.14953271028037382
2023-06-08,6625.8896484375,6692.817826704545,6581.270862926136,6692.817826704545,7128700,0.08163265306122448
2023-06-09,6625.8896484375,6670.508433948863,6536.652077414772,6536.652077414772,7917400,0.11004784688995216
2023-06-12,6648.19921875,6670.50861210151,6625.88982539849,6648.19921875,9202800,0.17791411042944785
2023-06-13,6558.96142578125,6670.508388804741,6558.96142578125,6670.508388804741,6909100,0.2518518518518518
2023-06-14,6625.8896484375,6648.199041193182,6558.961470170454,6558.961470170454,7028600,0.16901408450704225
2023-06-15,6648.19921875,6670.50861210151,6603.58043204698,6648.19921875,6013200,0.21428571428571427
2023-06-16,6492.033203125,6670.508342729811,6492.033203125,6625.889557828608,20763800,0.15028901734104047
2023-06-19,6603.58056640625,6603.58056640625,6492.033597379117,6492.033597379117,12730100,0.16071428571428573
2023-06-20,6380.486328125,6581.270862926136,6358.176935369318,6581.270862926136,15719800,0.10416666666666667
2023-06-21,6581.27099609375,6603.580389300848,6402.795850436971,6402.795850436971,9816700,0.2289156626506024
2023-06-22,6447.4150390625,6603.580801254326,6447.4150390625,6581.271406655493,6933500,0.16389548693586697
2023-06-23,6514.3427734375,6603.58034567637,6469.723987318065,6469.723987318065,6846700,0.09510869565217392
2023-06-26,6536.65234375,6625.889918408703,6514.3429500853235,6558.961737414676,10303900,0.04838709677419355
2023-06-27,6558.96142578125,6558.96142578125,6469.7238553624575,6558.96142578125,5117200,0.028169014084507043
2023-07-03,6469.72412109375,6581.271088698815,6447.414727572737,6558.9616951778025,13036000,0.0
2023-07-04,6581.27099609375,6581.27099609375,6469.7240300582625,6492.03342326536,7371300,0.0223463687150838
2023-07-05,6625.8896484375,6670.508433948863,6558.961470170454,6581.270862926136,9377600,0.07874015748031496
2023-07-06,6648.19921875,6670.50861210151,6581.27103869547,6625.88982539849,18386200,-0.006172839506172839
